-DOCSTART- 0
e CONJ
richs ADJ
hòmens N
d’ P
Aragó NPR
, COMMA
e CONJ
foren VBDI^3^PL
ab P
nós PRO^1^PL
tro P
a P
·cccc· NUM
cavallers N
. .

E CONJ
, COMMA
quan C
aguem VBDI^1^PL
estat VN
·viii· NUM
dies N
en P
aquel D^DEM
loc N
, COMMA
vench VBDI^3^SG
-nos PRO^D^1^PL
·i· NUM
missatge N
d’ P
En DPR
Menargues NPR
e CONJ
d’ P
En DPR
Pere NPR
Palau NPR
, COMMA
qui C
eren VBDI^3^PL
dels P+D
melyors ADJ
hòmens N
de P
la D
vila N
, COMMA
e CONJ
dixeren VBDI^3^PL
que C
, COMMA
si C
nós PRO^1^PL
volíem VBDI^1^PL
acabar VB
lo D
feyt N
de P
Balaguer NPR
, COMMA
que C
enviàssem VBDS^1^PL
per P
la D
comtessa N
que C
vingués VBDS^3^SG
, COMMA
que C
era VBDI^3^SG
en P
Leyda NPR
; ;
e CONJ
ela PRO^3^SG
que C
·ls D
demanàs VBDS^3^SG
per P
la D
naturalea N
que C
havien VBDI^3^PL
ab P
ela PRO^3^SG
e CONJ
quan C
eren VBDI^3^PL
estats VNI
de P
son D^POS
pare N
, COMMA
que C
li PRO^D^3^SG
retessen VBDS^3^PL
la D
vila N
, COMMA
car C
lur D^POS
dona N
era VBDI^3^SG
. .

E CONJ
nós PRO^1^PL
conoguem VBDI^1^PL
les D
paraules N
que C
eren VBDI^3^PL
grans ADJ
e CONJ
cubertes ADJ
, COMMA
e CONJ
que C
no NEG
·ns PRO^A^1^PL
podien VBDI^3^PL
enviar VB
missatge N
can C
éls PRO^3^PL
ho PRO^A^NTR
volien VBDI^3^PL
, COMMA
per P
paor N
que C
havien VBDI^3^PL
que C
no NEG
·n PRO^ADV
perdessen VBDS^3^PL
les D
persones N
; ;
e CONJ
enviam VBDI^1^PL
-lur PRO^D^3^PL
missatge N
que C
molt ADV
lur D^POS
ho PRO^A^NTR
graýem VBDI^1^PL
e CONJ
que C
·ls D
faríem VBPC^1^PL
bé ADV
per P
la D
amor N
que C
·ns PRO^D^1^PL
mostraven VBDI^3^PL
, COMMA
de P
guisa N
que C
valria VBPC^3^SG
a P
éls PRO^3^PL
e CONJ
a P
lur D^POS
liynatge N
. .

E CONJ
sobre P
açò PRO^3^SG
, COMMA
a P
cap D^Q
de P
pochs D^Q
dies N
, COMMA
tornà VBDI^3^SG
·l D
missatge N
a P
nós PRO^1^PL
, COMMA
qui C
era VBDI^3^SG
escolà N
jove ADJ
e CONJ
no NEG
·ns PRO^D^1^PL
guardàvem VBDI^1^PL
d’ P
ell PRO^3^SG
, COMMA
e CONJ
perseverà VBDI^3^SG
per P
aquels D^DEM
en P
aqueles D^DEM
paraules N
que C
primerament ADV
havien VBDI^3^PL
dites VNI
. .

E CONJ
dixem VBDI^1^PL
-lus PRO^D^3^PL
·ii· NUM
coses N
: :
\" \"
éls PRO^3^PL
fan VBPI^3^PL
açò PRO^3^SG
per P
sí PRO^RFL^3^SG
o CONJ
fan VBPI^3^PL
-ho PRO^A^NTR
ab P
conseyl N
d’ P
altres D^Q
; ;
que C
mester N
és VBPI^3^SG
, COMMA
que C
aquesta D^DEM
cosa N
és VBPI^3^SG
tan ADV
gran ADJ
, COMMA
que C
, COMMA
si C
hom N
los D
hi PRO^ADV
havia VBDI^3^SG
a P
contrari ADJ
, COMMA
que C
éls PRO^3^PL
no NEG
sien VBPS^3^PL
tan ADV
poderoses ADJ
que C
hom MAN
no NEG
·ls PRO^A^3^PL
pusca VBPS^3^SG
desfer VB
ço PRO^3^SG
que C
fan VBPI^3^PL
\" \"
. .

E CONJ
demanam VBDI^1^PL
-los PRO^D^3^PL
: :
\" \"
¿ ¿
Quan WADV
volran VBFI^3^PL
que C
la D
comtessa N
vinga VBPS^3^SG
en P
la D
ost N
? ?
\" \"
e CONJ
dix VBDI^3^SG
aquel D^DEM
missatge N
: :
\" \"
Enviaré VBFI^1^SG
a P
éls PRO^3^PL
e CONJ
diré VBFI^1^SG
·ls PRO^D^3^PL
-ho PRO^A^NTR
\" \"
. .

E CONJ
enviaren VBDI^3^PL
-nos PRO^D^1^PL
a P
dir VB
a P
dia N
sabut VNI
que C
ela PRO^3^SG
vingués VBDS^3^SG
. .

E CONJ
a P
aquel D^DEM
dia N
la D
comtessa N
vench VBDI^3^SG
. .

A P
cap D^Q
de P
·iiii· D
dies N
o CONJ
de P
·v· NUM
tornaren VBDI^3^PL
-nos PRO^D^1^PL
resposta N
e CONJ
dixeren VBDI^3^PL
que C
haguéssem VBDS^1^PL
escudats VNI
e CONJ
FOL24r FOL
hòmens N
armats VNI
que C
anassen VBDS^3^PL
denant P
ella PRO^3^SG
e CONJ
que C
s’ PRO^RFL^3^PL
acostassen VBDS^3^PL
a P
aquels D^DEM
del P+D
mur N
tant ADV
, COMMA
tro P
posquessen VBDS^3^PL
hoir VB
la D
sua D^POS
paraula N
; ;
e CONJ
que C
ab P
la D
volentat N
de P
Déu N
compliríem VBPC^1^PL
la D
sua D^POS
paraula N
e CONJ
ço PRO^3^SG
que C
a P
nós PRO^1^PL
dit VNI
havien VBDI^3^PL
. .

E CONJ
sobre P
açò PRO^3^SG
nós PRO^1^PL
faem VBDI^1^PL
-ho PRO^A^NTR
en P
aquela D^DEM
manera N
que C
emprès VN
havíem VBDI^1^PL
ab P
éls PRO^3^PL
. .

E CONJ
entené VBDI^3^SG
lo D
comte N
que C
algunes D^Q
paraules N
havia VBDI^3^SG
entre P
nós PRO^1^PL
e CONJ
aquels D^DEM
de P
dins ADV
. .

E CONJ
·i· NUM
dia N
, COMMA
entre P
hora N
nona ADJ^Q
e CONJ
vespres N
, COMMA
En DPR
Ramon NPR
de P
Muntcada NPR
havia VBDI^3^SG
la D
guayta N
dels P+D
fenèvols N
de P
dia N
e CONJ
de P
nuyt N
. .

E CONJ
, COMMA
él PRO^3^SG
estan VG
a P
la D
gayta N
, COMMA
eren VBDI^3^PL
ab P
él PRO^3^SG
En DPR
Sanço NPR
Péreç NPR
de P
Pomar NPR
, COMMA
fiyl N
d’ P
En DPR
Pero NPR
de P
Pomar NPR
, COMMA
e CONJ
En DPR
Bardoyl NPR
, COMMA
qui C
era VBDI^3^SG
batle N
seu D^POS
de P
Castelserà NPR
, COMMA
e CONJ
Arnau NPR
de P
Robió NPR
, COMMA
cavaller N
. .

E CONJ
quan C
viren VBDI^3^PL
los D
hòmens N
de P
Balaguer NPR
que C
tan ADV
pochs D^Q
eren VBDI^3^PL
, COMMA
e CONJ
En DPR
Guillem NPR
de P
Cardona NPR
, COMMA
qui C
era VBDI^3^SG
de P
dins ADV
, COMMA
exiren VBDI^3^PL
ab P
cavals N
armats VNI
per P
lo D
mur N
, COMMA
que C
y PRO^ADV
agren VBDI^3^PL
feyt VNI
portell N
, COMMA
e CONJ
entraren VBDI^3^PL
en P
lo D
vayl N
amagadament ADV
ab P
fayles N
seques ADJ
e CONJ
ontades VNI
de P
sèu N
. .

E CONJ
nós PRO^1^PL
érem VBDI^1^PL
en P
la D
tenda N
d’ P
En DPR
Guillem NPR
de P
Cervera NPR
, COMMA
que C
l’ D
havíem VBDI^1^PL
vengut VNI
veer VB
, COMMA
e CONJ
estàvem VBDI^1^PL
parlan VG
ab P
él PRO^3^SG
, COMMA
e CONJ
cridaren VBDI^3^PL
: :
\" \"
A P
armes N
, COMMA
a P
armes N
, COMMA
que C
·ls D
fenèvols N
vénen VBPI^3^PL
cremar VB
, COMMA
que C
fayles N
aduen VBPI^3^PL
encesas! VNI
\" \"
e CONJ
havia VBDI^3^SG
En DPR
Guillem NPR
de P
Cardona NPR
ab P
sí PRO^RFL^3^SG
tro P
a P
·xxv· NUM
cavallers N
armats VNI
e CONJ
·cc· NUM
hòmens N
a P
peu N
entre P
aquels D^DEM
qui C
portaven VBDI^3^PL
les D
fayles N
e CONJ
·ls D
altres D^Q
. .

E CONJ
exí VBDI^3^SG
ab P
él PRO^3^SG
Sire DPR
Guilleumes NPR
, COMMA
fiyl N
del P+D
rey N
de P
Navarra NPR
, COMMA
que C
havia VBDI^3^SG
haüt VNI
d’ P
una D^Q
dona N
. .

E CONJ
a P
Don DPR
Sanç NPR
Péreç NPR
de P
Pomar NPR
no NEG
li PRO^D^3^SG
pòch VBDI^3^SG
soffrir VB
lo D
cor C
que C
ss’ PRO^RFL^3^SG
aturàs VBDS^3^SG
e CONJ
començà VBDI^3^SG
a P
fugir VB
e CONJ
vench VBDI^3^SG
-se PRO^RFL^3^SG
·n PRO^ADV
a P
la D
host N
. .

E CONJ
no NEG
romaseren VBDI^3^PL
ab P
En DPR
Ramon NPR
de P
Muntcada NPR
sinó CONJ
Arnau NPR
de P
Robió NPR
e CONJ
En DPR
Guillem NPR
de P
Bardoyl NPR
. .

E CONJ
vench VBDI^3^SG
En DPR
Guillem NPR
de P
Cardona NPR
ab P
lança N
sobre P
mà N
sobr· P
En DPR
Ramon NPR
de P
Muntcada NPR
e CONJ
dix VBDI^3^SG
: :
\" \"
Rendets VBI^2^PL
-vos PRO^RFL^2^PL
, COMMA
En DPR
Ramon NPR
, COMMA
rendets VBI^2^PL
-vos PRO^RFL^2^PL
! !
\" \"
e CONJ
dix VBDI^3^SG
En DPR
Ramon NPR
: :
\" \"
¿ ¿
a P
qui WADJ
·m PRO^RFL^1^SG
rendria VBPC^3^SG
, COMMA
miynon N
podent ADJ
, COMMA
a P
qui C
·m PRO^D^1^SG
rendria VBPC^3^SG
? ?
\" \"
e CONJ
, COMMA
en P
tant ADV
, COMMA
meseren VBDI^1^PL
·i· NUM
poch ADV
de P
foch N
a P
les D
cledes N
, COMMA
que C
no NEG
s’ PRO^RFL^3^SG
í PRO^ADV
podien VBDI^3^PL
bé ADV
aturar VB
, COMMA
car C
nós PRO^1^PL
ab P
los D
de P
la D
ost N
a P
peu N
los D
veníem VBDI^1^PL
acórrer VB
. .

E CONJ
anam VBDI^1^PL
tro P
al P+D
fenèvol N
. .

FOL24v FOL
E CONJ
Blasco NPR
d’ P
Estada NPR
armà VBDI^3^SG
·i· NUM
seu D^POS
caval N
per P
provar VB
los D
gonions N
; ;
e CONJ
près VBDI^3^SG
ses D^POS
armes N
tost ADV
e CONJ
cavalcà VBDI^3^SG
sus P
e CONJ
exí VBDI^3^SG
ab P
los D
de P
la D
ost N
, COMMA
son D^POS
elm N
en P
sa D^POS
testa N
e CONJ
sa D^POS
lança N
en P
sa D^POS
mà N
. .

E CONJ
Yoan NPR
Martíneç NPR
d’ P
Ezleva NPR
exí VBDI^3^SG
a P
peus N
, COMMA
escut N
abraçat VNI
e CONJ
l’ D
espaa N
en P
la D
mà N
. .

E CONJ
, COMMA
al P+D
entrar VB
que C
éls PRO^3^PL
faeren VBDI^3^PL
, COMMA
conseguí VBDI^3^SG
aquel D^DEM
de P
caval N
de P
laÿns N
e CONJ
esgarrà VBDI^3^SG
·i· NUM
caval N
al P+D
tornar VB
que C
ells PRO^3^PL
se PRO^RFL^3^PL
·n PRO^ADV
faÿen VBDI^3^PL
can C
volgueren VBDI^3^PL
cremar VB
lo D
fenèvol N
. .

E CONJ
Blasco NPR
d’ P
Estada NPR
entrà VBDI^3^SG
bé ADV
·i· NUM
git N
de P
péra N
en P
lo D
vayl N
e CONJ
ferí VBDI^3^SG
·i· NUM
cavaller N
ab P
sa D^POS
lança N
sobre P
mà N
e CONJ
exí VBDI^3^SG
-se PRO^RFL^3^SG
·n PRO^ADV
meyns ADV
de P
colp N
que C
no NEG
hi PRO^ADV
près VBDI^3^SG
de P
negú PRO^Q
d’ P
ells PRO^3^PL
ni CONJ+NEG
de P
pedra N
del P+D
mur N
de P
sus P
. .

E CONJ
al P+D
tercer ADJ
dia N
la D
comtessa N
fo VBDI^3^SG
venguda VNI
, COMMA
e CONJ
dixem VBDI^1^PL
-li PRO^D^3^SG
les D
paraules N
denant P
En DPR
Guillem NPR
de P
Cervera NPR
que C
nós PRO^1^PL
havíem VBDI^1^PL
haüdes VNI
ab P
aquels D^DEM
de P
dins ADV
. .

E CONJ
dix VBDI^3^SG
ela PRO^3^SG
que C
tot D^Q
ço PRO^3^SG
faria VBPC^3^SG
que C
nós PRO^1^PL
li PRO^D^3^SG
manàssem VBDS^1^PL
e CONJ
que C
volentera VBPI^3^SG
diria ADJ
aqueles D^DEM
paraules N
, COMMA
sol ADV
que C
la D
guardassen VBDS^3^PL
de P
les D
segetes N
. .

E CONJ
nós PRO^1^PL
dixem VBDI^1^PL
-li PRO^D^3^SG
que C
sí ADV
faríem VBPC^1^PL
. .

E CONJ
sempre ADV
faem VBDI^1^PL
armar VB
bé ADV
·l· NUM
cavallers N
, COMMA
ab P
escuts N
e CONJ
ab P
perpunts N
vestits VNI
, COMMA
e CONJ
que C
fossen VBDS^3^PL
ab P
ela PRO^3^SG
e CONJ
que C
la D
cobrissen VBDI^3^PL
. .

E CONJ
ela PRO^3^SG
, COMMA
cavalcan VG
en P
sa D^POS
bèstia N
, COMMA
davalà VBDI^3^SG
e CONJ
acostà VBDI^3^SG
·s PRO^RFL^3^SG
al P+D
mur N
tant ADV
com C
hom PRO^3^SG
gitaria VBPI^3^SG
una D^Q
pedra N
pocha ADJ
. .

E CONJ
dix VBDI^3^SG
-los PRO^D^3^PL
·i· PRO^3^SG
per P
ella PRO^3^SG
: :
Sóts VBPI^2^PL
aquí ADV
los D
de P
Balaguer NPR
? ?
e CONJ
éls PRO^3^PL
calaren VBDI^3^PL
e CONJ
no NEG
responeren VBDI^3^PL
la D
primera ADJ^Q
vegada N
. .

E CONJ
dix VBDI^3^SG
-los PRO^D^3^PL
: :
La D
comtessa N
és VBPI^3^SG
aquí ADV
. .

Són VBDI^3^PL
aquí ADV
los D
prohòmens N
? ?
e CONJ
dix VBDI^3^SG
·i· NUM
: :
Och ADV
, COMMA
què WPRO
volets VBPI^2^PL
e CONJ
què WPRO
volets VBPI^2^PL
dir VB
? ?
e CONJ
dix VBDI^3^SG
·i· NUM
cavaller N
: :
Prega VBPI^3^SG
-us PRO^D^2^PL
la D
comtessa N
que C
la D
escoltets VBPI^2^PL
·i· NUM
poch ADV
, COMMA
que C
dona N
és VBPI^3^SG
e CONJ
no NEG
pot VBPI^3^SG
alt ADV
parlar VB
. .

E CONJ
ela PRO^3^SG
dix VBDI^3^SG
: :
Barons N
, COMMA
ben ADV
sabets VBPI^2^PL
que C
fos VBDS^3^SG
de P
mon D^POS
pare N
, COMMA
seus D^POS
e CONJ
sos D^POS
naturals N
; ;
e CONJ
, COMMA
així ADV
con C
fos VBDS^3^SG
d’ P
ell PRO^3^SG
, COMMA
sóts VBPI^2^PL
naturals N
de P
mi PRO^D^1^SG
, COMMA
que C
só VBPI^1^SG
sa D^POS
fiyla N
. .

On ADV
yo PRO^1^SG
us PRO^A^2^PL
prech VBPI^1^SG
e CONJ
us PRO^A^2^PL
man VBPI^1^SG
per P
la D
seynoria N
que C
yo PRO^1^SG
hé VBPI^1^SG
sobre P
vós PRO^2^PL
que C
·m PRO^D^1^SG
retats VBPS^2^PL
Balaguer NPR
així ADV
con C
lo D
devets VBPI^2^PL
retre VB
a P
vostra D^POS
dona N
natural ADJ
. .

E CONJ
éls PRO^3^PL
resposeren VBDI^3^PL
: :
les D
paraules N
havem VBPI^1^PL
hoïdes N
e CONJ
aurem VBFI^1^PL
nostre D^POS
acort N
e CONJ
farem VBFI^1^PL
ço PRO^3^SG
que C
fer VB
devem VBPI^1^PL
e CONJ
no NEG
res PRO^Q
àls PRO^Q
. .

E CONJ
respòs VBDI^3^SG
·i· NUM
cavaller N
de P
part N
de P
la D
comtessa N
FOL25r FOL
e CONJ
dix VBDI^3^SG
: :
Barons N
, COMMA
la D
comtessa N
vos PRO^D^2^PL
graex VBPI^3^SG
molt ADV
can PRO^Q
deïts VBPI^2^PL
que C
farets VBFI^2^PL
ço PRO^3^SG
que C
fer VB
devets VBPI^2^PL
, COMMA
e CONJ
aquela D^DEM
esperança N
ha VBPI^3^SG
en P
vós PRO^2^PL
. .

E CONJ
, COMMA
en P
tant ADV
, COMMA
tornà VBDI^3^SG
-se PRO^RFL^3^SG
·n PRO^ADV
la D
comtessa N
en P
la D
ost N
. .

E CONJ
enviaren VBDI^3^PL
-nos PRO^D^1^PL
a P
dir VB
al P+D
vespre N
, COMMA
per P
aquel D^DEM
escolà N
qui C
anava VBDI^3^SG
entre P
nós PRO^1^PL
e CONJ
éls PRO^3^PL
, COMMA
que C
fort ADV
be N
havíem VBDI^1^PL
feyt VNI
. .

E CONJ
trameseren VBDI^3^PL
-nos PRO^D^1^PL
a P
dir VB
que C
·ns PRO^RFL^1^PL
acordàssem VBDI^1^PL
nós PRO^1^PL
e CONJ
ela PRO^3^SG
, COMMA
e CONJ
éls PRO^3^PL
aguisarien VBPC^3^PL
·i· NUM
rich ADJ
hom N
que C
tingués VBDS^3^SG
Balaguer NPR
per P
En DPR
Pons NPR
e CONJ
per P
la D
comtessa N
, COMMA
que C
éls PRO^3^PL
no NEG
gosaven VBDI^3^PL
desrengar VB
, COMMA
per P
ço PRO^3^SG
car C
havien VBDI^3^PL
gran ADJ
poder N
e CONJ
·l D
castell N
e CONJ
no NEG
u PRO^A^NTR
porien VBPC^3^PL
acabar VB
de P
tot PRO^Q
en P
tot PRO^Q
, COMMA
mas CONJ
sol ADV
que C
el D
comte N
isqués VBDS^3^SG
defora P
la D
vila N
per P
neguna D^Q
raó N
, COMMA
que C
éls PRO^3^PL
aguiarien VBPC^3^PL
que C
·l D
castel N
e CONJ
la D
vila N
retrien VBPC^3^PL
a P
la D
comtessa N
. .

E CONJ
·i· NUM
matí N
los D
prohòmens N
de P
la D
vila N
parlaren VBDI^3^PL
en P
·i· NUM
terrat N
, COMMA
e CONJ
En DPR
Pons NPR
féu VBDI^3^SG
parar VB
una D^Q
balesta N
a P
·i· D
balester N
e CONJ
féu VBDI^3^SG
-los PRO^A^3^PL
tirar VB
una D^Q
sageta N
en P
lo D
conseyl N
on C
estaven VBDI^3^PL
e CONJ
no NEG
ferí VBDI^3^SG
negú PRO^Q
. .

E CONJ
con C
? ?
- -
-dixeren VBDI^1^PL
éls PRO^3^PL
. .

E CONJ
ab P
segetes N
nos PRO^A^1^PL
hic PRO^ADV
tira VBPI^3^SG
hom N
? ?
¿ ¿
nos PRO^RFL^1^PL
desfarem VBDI^1^PL
lo D
loch N
e CONJ
farem VBFI^1^PL
ço PRO^3^SG
que C
fer VB
no NEG
devem VBPI^1^PL
per P
amor N
d’ P
él PRO^3^SG
? ?
e CONJ
enviaren VBDI^3^PL
-li PRO^D^3^SG
·ii· NUM
prohòmens N
, COMMA
que C
·s PRO^RFL^3^SG
maraveylaven VBDI^3^PL
fort ADV
d’ P
ell PRO^3^SG
, COMMA
can C
ell PRO^3^SG
los D
tirava VBDI^3^SG
, COMMA
éls PRO^3^PL
estan VG
en P
periyl N
de P
mort N
per P
lo D
rey N
, COMMA
qui C
·ls PRO^D^3^PL
talava VBDI^3^SG
la D
orta N
e CONJ
·ls PRO^D^3^PL
estava VBPI^3^SG
dessús P
; ;
e CONJ
que C
, COMMA
si C
él PRO^3^SG
així ADV
ho PRO^A^NTR
volia VBDI^3^SG
fer VB
, COMMA
que C
altre D^Q
conseyl N
haurien VBPC^3^PL
a P
pendre VB
. .

En DPR
Guerau NPR
e CONJ
En DPR
Guillem NPR
de P
Cardona NPR
e CONJ
lur D^POS
conseyl N
veeren VBDI^3^PL
que C
·ls D
hòmens N
volien VBDI^3^PL
atendre VB
a P
la D
comtessa N
per P
aqueles D^DEM
paraules N
que C
ela PRO^3^SG
·ls PRO^D^3^PL
havia VBDI^3^SG
enviades VNI
a P
dir VB
, COMMA
e CONJ
que C
·s PRO^RFL^3^PL
conseylaven VBDI^3^PL
meyns ADV
d’ P
éls PRO^3^PL
, COMMA
e CONJ
que C
res PRO^Q
no NEG
sabien VBDI^3^PL
de P
lur D^POS
conseyl N
. .

Faeren VBDI^1^PL
parlar VB
pleyt N
a P
nós PRO^1^PL
que C
metrien VBPC^3^PL
lo D
castel N
en P
poder N
d’ P
En DPR
Ramon NPR
Berenguer NPR
d’ P
Àger NPR
e CONJ
que C
fos VBDS^3^SG
vist D^DEM
lo D
dreyt N
en P
poder N
nostre ADJ^POS
entre P
éls PRO^3^PL
e CONJ
la D
comtessa N
. .

E CONJ
els D
hòmens N
de P
la D
vila N
enviaren VBDI^3^PL
-nos PRO^D^1^PL
missatge N
que C
féssem VBDS^1^PL
, COMMA
que C
tot PRO^Q
ho PRO^A^NTR
havíem VBDI^1^PL
goayat VN
, COMMA
sol ADV
que C
·l D
comte N
isqués VBDS^3^SG
de P
fora ADV
. .

E CONJ
nós PRO^1^PL
parlam VBDI^1^PL
ab P
En DPR
Guillem NPR
de P
Muntcada NPR
e CONJ
dixem VBDI^1^PL
-li PRO^D^3^SG
que C
aquest D^DEM
pleyt N
nos PRO^D^1^PL
volien VBDI^3^PL
fer VB
, COMMA
ço PRO^3^SG
és VBPI^3^SG
assaber VB
: :
que C
retrien VBPC^3^PL
lo D
castell N
en P
mà N
d’ P
En DPR
Ramon NPR
FOL25v FOL
Berenguer NPR
d’ P
àger NPR
, COMMA
e CONJ
ell PRO^3^SG
que C
·l PRO^A^3^SG
tendria VBPC^3^SG
en P
faeltat N
, COMMA
e CONJ
que C
aquel D^DEM
que C
goanyaria VBPC^3^PL
lo D
pleyt N
entre P
En DPR
Guerau NPR
e CONJ
la D
comtessa N
que C
li PRO^D^3^SG
retés VBDS^3^SG
él PRO^3^SG
lo D
castel N
. .

E CONJ
respòs VBDI^3^SG
En DPR
Guillem NPR
de P
Muntcada NPR
e CONJ
dix VBDI^3^SG
: :
Açò PRO^3^SG
no NEG
tench VBDI^3^SG
yo PRO^1^SG
per P
cosa N
que C
vós PRO^2^PL
dejats VBPS^2^PL
fer VB
, COMMA
que C
, COMMA
pus C
vós PRO^2^PL
sóts VBPI^2^PL
aquí ADV
, COMMA
mester N
és VBPI^3^SG
que C
acabets VBPI^2^PL
tot D^Q
lo D
vostre D^POS
enteniment N
e CONJ
que C
no NEG
partescats VBPS^2^PL
d’ P
aquí ADV
tro P
que C
·l D
loch N
sia VBPS^3^SG
vostre D^POS
. .

E CONJ
nós PRO^1^PL
no NEG
li PRO^D^3^SG
havíem VBDI^1^PL
descubert VN
encara ADV
ço PRO^3^SG
que C
havien VBDI^3^PL
parlat VN
ab P
nós PRO^1^PL
los D
de P
dins ADV
. .

E CONJ
nós PRO^1^PL
dixem VBDI^1^PL
-li PRO^D^3^SG
: :
En DPR
Guillem NPR
, COMMA
més ADV
val VBPI^3^SG
giny N
que C
força N
, COMMA
jassia C
que C
vós PRO^2^PL
digats VBPS^2^PL
ço PRO^3^SG
que C
dir VB
devets VBPI^2^PL
. .

vuyl VBPI^1^SG
-vos PRO^D^2^PL
descobrir VB
lo D
secret N
on C
jo PRO^1^SG
vuyl VBPI^1^SG
fer VB
ço PRO^3^SG
que C
vos PRO^D^2^PL
diré VBFI^1^SG
. .

Los D
meylors ADJ
hòmens N
de P
la D
vila N
han VBPI^3^PL
parlat VN
ab P
nós PRO^1^PL
e CONJ
han VBPI^3^PL
-nos PRO^D^1^PL
dit VN
que C
·ns PRO^D^1^PL
retran VBFI^3^PL
la D
vila N
e CONJ
·l D
castel N
, COMMA
e CONJ
per P
ço PRO^3^SG
vench VBDI^3^SG
la D
comtessa N
aquí ADV
; ;
e CONJ
faç VBPI^1^SG
-vos PRO^D^2^PL
saber VB
que C
, COMMA
si C
aquest D^DEM
castell N
ve VBPI^3^SG
en P
poder N
d’ P
En DPR
Ramon NPR
Berenguer NPR
d’ P
àger NPR
, COMMA
tantost ADV
con C
En DPR
Guerau NPR
sia VBPS^3^SG
fora ADV
, COMMA
tingats VBPS^2^PL
lo D
castell N
per P
nostre D^POS
e CONJ
la D
vila N
. .

E CONJ
no NEG
·ns PRO^D^1^PL
calrà VBFI^3^SG
haver VB
reguart N
d’ P
aquela D^DEM
faeltat N
que C
vénga VBPS^3^SG
en P
son D^POS
poder N
, COMMA
que C
ans CONJ
ho PRO^A^NTR
perdrà VBFI^3^SG
adés ADV
. .

E CONJ
dix VBDI^3^SG
él PRO^3^SG
: :
E CONJ
deïts VBPI^2^PL
-m’ PRO^D^3^SG
ó PRO^A^NTR
vós PRO^2^PL
així ADV
? ?
Och ADV
- -
-dixem VBDI^1^PL
nós PRO^1^PL
- -
- -
, COMMA
e CONJ
axí ADV
·ns PRO^D^1^PL
ho PRO^A^NTR
deïm VBPI^1^PL
, COMMA
que C
adés ADV
ho PRO^A^NTR
veurets VBPI^2^PL
. .

E CONJ
en P
tant ADV
enviam VBDI^1^PL
·i· NUM
missatger N
a P
·N DPR
Guerau NPR
de P
Cabrera NPR
e CONJ
els D
de P
la D
vila N
que C
atorgàvem VBDI^1^PL
la D
feeltat N
que C
·ns PRO^D^1^PL
tingués VBDS^3^SG
En DPR
Ramon NPR
Berenguer NPR
d’ P
àger NPR
. .

E CONJ
·N DPR
Guerau NPR
no NEG
havia VBDI^3^SG
·l D
sen N
de P
Salamó NPR
, COMMA
e CONJ
donà VBDI^3^SG
·s PRO^RFL^3^SG
paor N
dels P+D
de P
la D
vila N
. .

E CONJ
havia VBDI^3^SG
·i· NUM
astor N
mudat ADJ
, COMMA
molt ADV
bo ADJ
e CONJ
molt ADV
bel ADJ
, COMMA
e CONJ
près VBDI^3^SG
son D^POS
astor N
en P
sa D^POS
mà N
e CONJ
passà VBDI^3^SG
·l D
pont N
; ;
e CONJ
sempre ADV
envià VBDI^3^SG
·ns PRO^D^1^PL
missatge N
En DPR
Berenguer NPR
de P
Finestres NPR
, COMMA
que C
era VBDI^3^SG
apperaylat VNI
de P
liurar VB
lo D
castell N
a P
·N DPR
Ramon NPR
Berenguer NPR
. .

E CONJ
·ls D
de P
la D
vila N
enviaren VBDI^3^PL
-nos PRO^D^1^PL
missatge N
que C
emviàssem VBDS^1^PL
nostra D^POS
seyera N
, COMMA
e CONJ
que C
éls PRO^3^PL
la D
metrien VBPC^3^PL
en P
lo D
castell N
. .

E CONJ
enviam VBDI^1^PL
·i· NUM
cavaller N
e CONJ
·v· NUM
escuders N
qui C
anaren VBDI^3^PL
ab P
la D
seynera N
que C
tenien VBDI^3^PL
cuberta VNI
e CONJ
una D^Q
lança N
que C
levaven VBDI^3^PL
en P
què WPRO
la D
metessen VBDS^3^PL
can C
serien VBPC^3^PL
e CONJ
·l D
castell N
. .

E CONJ
En DPR
Berenguer NPR
de P
Finestres NPR
parlava VBDI^3^SG
ab P
nós PRO^1^PL
e CONJ
deÿa VBDI^3^SG
FOL26r FOL
que C
enviàssem VBDS^1^PL
En DPR
Ramon NPR
Berenguer NPR
d’ P
àger NPR
, COMMA
e CONJ
que C
prengués VBDS^3^SG
homenatge N
e CONJ
que C
prengués VBDS^3^SG
lo D
castell N
en P
la D
faeltat N
. .

E CONJ
nós PRO^1^PL
havíem VBDI^1^PL
enviada VNI
la D
nostra D^POS
seynera N
e CONJ
·l D
castell N
e CONJ
teníem VBDI^1^PL
-lo PRO^A^3^SG
a P
paraules N
; ;
e CONJ
él PRO^3^SG
cuytava VBDI^3^SG
·ns PRO^D^1^PL
que C
·l D
desliuràssem VBDS^1^PL
, COMMA
que C
·l D
comte N
se PRO^RFL^3^PL
·n PRO^ADV
volie VBDI^3^SG
exir VB
. .

E CONJ
nós PRO^1^PL
anàvem VBDI^1^PL
esgardan VG
quan C
veuríem VBPC^1^PL
la D
nostra D^POS
seynera N
e CONJ
·l D
castell N
; ;
e CONJ
vim VBDI^1^PL
-la PRO^A^3^SG
e CONJ
dixem VBDI^1^PL
